filename,width,height,class,xmin,ymin,xmax,ymax
005_00025261-1.jpg,2479,3508,text,840,2107,1668,2160
005_00025261-1.jpg,2479,3508,figure,1064,2219,1465,2781
005_00025261-1.jpg,2479,3508,text,262,2797,2251,3155
005_00025261-1.jpg,2479,3508,text,283,3160,2262,3251
005_00025004-482.jpg,2550,3300,figure,337,272,2138,1670
005_00025004-482.jpg,2550,3300,section,543,96,2027,181
005_00025004-482.jpg,2550,3300,figure,252,20,407,236
005_00025004-482.jpg,2550,3300,section,402,1680,2098,1781
005_00025004-482.jpg,2550,3300,text,332,1816,2083,2007
005_00025004-482.jpg,2550,3300,text,1021,2078,2148,2395
005_00025004-482.jpg,2550,3300,section,1016,1997,1615,2057
005_00025004-482.jpg,2550,3300,figure,407,2022,931,2374
005_00025004-482.jpg,2550,3300,section,317,2384,815,2435
005_00025004-482.jpg,2550,3300,text,337,2435,2143,2666
005_00025004-482.jpg,2550,3300,section,312,2661,694,2737
005_00025004-482.jpg,2550,3300,text,332,2732,2108,2882
005_00025004-482.jpg,2550,3300,section,312,2882,599,2933
005_00025004-482.jpg,2550,3300,text,332,2943,2113,3038
015_00075824-55.jpg,2550,3300,list,262,294,2284,1219
015_00075824-55.jpg,2550,3300,text,262,1268,1663,1353
015_00075824-55.jpg,2550,3300,list,278,1412,2294,2696
015_00075824-55.jpg,2550,3300,text,283,128,1845,235
005_00026913-1.jpg,2400,3300,section,291,581,955,843
005_00026913-1.jpg,2400,3300,text,1226,538,2258,707
005_00026913-1.jpg,2400,3300,text,1231,761,2215,959
005_00026913-1.jpg,2400,3300,section,407,926,887,1076
005_00026913-1.jpg,2400,3300,section,233,223,2185,344
005_00026913-1.jpg,2400,3300,section,393,388,712,441
005_00026913-1.jpg,2400,3300,section,1585,397,1924,460
005_00026913-1.jpg,2400,3300,figure,1226,984,2316,1681
005_00026913-1.jpg,2400,3300,caption,1245,1691,2316,1919
005_00026913-1.jpg,2400,3300,section,111,1284,1134,1488
005_00026913-1.jpg,2400,3300,section,519,1139,737,1211
005_00026913-1.jpg,2400,3300,text,121,1560,1134,1914
005_00026913-1.jpg,2400,3300,text,1221,1972,2341,2384
005_00026913-1.jpg,2400,3300,section,1226,2442,1953,2530
005_00026913-1.jpg,2400,3300,text,1231,2549,2302,2840
005_00026913-1.jpg,2400,3300,section,82,1987,291,2050
005_00026913-1.jpg,2400,3300,section,78,1987,276,2040
005_00026913-1.jpg,2400,3300,text,78,2069,1173,2515
005_00026913-1.jpg,2400,3300,text,78,2583,1144,2844
005_00026913-1.jpg,2400,3300,text,790,2956,1638,3203
005_00026913-1.jpg,2400,3300,figure,1987,2927,2248,3198
005_00026913-1.jpg,2400,3300,figure,92,2874,606,3213
015_00075799-23.jpg,3300,2550,section,1103,220,1964,413
015_00075799-23.jpg,3300,2550,list,420,648,3160,2133
015_00078241-56.jpg,2479,3508,figure,308,425,2192,1470
015_00078241-56.jpg,2479,3508,caption,292,303,2054,425
015_00078241-56.jpg,2479,3508,text,271,1640,2128,1884
015_00078241-56.jpg,2479,3508,text,260,1916,2171,2372
015_00078241-56.jpg,2479,3508,text,255,2372,2149,2521
015_00078241-56.jpg,2479,3508,list,255,2542,1751,3089
005_00025497-7.jpg,2479,3508,section,337,160,984,246
005_00025497-7.jpg,2479,3508,section,310,545,1005,652
005_00025497-7.jpg,2479,3508,section,310,1840,738,1936
005_00025497-7.jpg,2479,3508,section,332,2791,722,2893
005_00025497-7.jpg,2479,3508,figure,2000,203,2310,626
005_00025497-7.jpg,2479,3508,figure,1652,701,2326,1214
005_00025497-7.jpg,2479,3508,text,471,267,1930,529
005_00025497-7.jpg,2479,3508,text,471,706,1583,1155
005_00025497-7.jpg,2479,3508,text,1257,1294,2310,1663
005_00025497-7.jpg,2479,3508,figure,492,1246,1144,1722
005_00025497-7.jpg,2479,3508,text,465,1968,2310,2225
005_00025497-7.jpg,2479,3508,figure,513,2289,1070,2679
005_00025497-7.jpg,2479,3508,figure,1139,2267,1679,2684
005_00025497-7.jpg,2479,3508,figure,1775,2273,2321,2663
005_00025497-7.jpg,2479,3508,text,455,2920,1519,3096
005_00025497-7.jpg,2479,3508,figure,1594,2797,2369,3326
005_00025004-114.jpg,2550,3300,table,327,916,2138,2762
005_00025004-114.jpg,2550,3300,section,332,855,1046,921
005_00025004-114.jpg,2550,3300,section,332,644,971,714
005_00025004-114.jpg,2550,3300,list,312,252,2168,438
005_00025004-114.jpg,2550,3300,section,941,96,1665,191
005_00025004-114.jpg,2550,3300,figure,241,45,418,246
005_00025004-114.jpg,2550,3300,text,312,458,1519,503
005_00025004-114.jpg,2550,3300,text,317,518,2143,624
005_00025004-114.jpg,2550,3300,list,327,760,2158,860
005_00025004-114.jpg,2550,3300,text,307,699,1962,739
005_00025025-1.jpg,2550,3300,section,563,573,1891,689
005_00025025-1.jpg,2550,3300,section,649,800,1776,926
005_00025025-1.jpg,2550,3300,text,644,1097,1776,1172
005_00025025-1.jpg,2550,3300,section,991,1006,1419,1087
005_00025025-1.jpg,2550,3300,text,609,1243,1796,1746
005_00025025-1.jpg,2550,3300,text,468,1871,1942,2561
005_00025025-1.jpg,2550,3300,text,478,2591,1967,2782
005_00027048-6.jpg,2688,3854,section,243,357,1228,492
005_00027048-6.jpg,2688,3854,section,475,515,1007,600
005_00027048-6.jpg,2688,3854,section,407,668,922,730
005_00027048-6.jpg,2688,3854,section,294,758,1228,1019
005_00027048-6.jpg,2688,3854,section,255,1251,1239,1370
005_00027048-6.jpg,2688,3854,section,334,1392,1177,1443
005_00027048-6.jpg,2688,3854,list,249,1477,1222,1851
005_00027048-6.jpg,2688,3854,text,249,1873,1239,1952
005_00027048-6.jpg,2688,3854,text,249,1964,1245,2020
005_00027048-6.jpg,2688,3854,section,238,2049,464,2134
005_00027048-6.jpg,2688,3854,text,232,2032,1228,2767
005_00027048-6.jpg,2688,3854,section,1392,311,2603,430
005_00027048-6.jpg,2688,3854,text,1477,238,2518,300
005_00027048-6.jpg,2688,3854,text,922,130,1839,181
005_00027048-6.jpg,2688,3854,section,1432,532,2558,611
005_00027048-6.jpg,2688,3854,text,1387,600,2603,713
005_00027048-6.jpg,2688,3854,section,1398,775,2586,843
005_00027048-6.jpg,2688,3854,section,1590,860,2394,917
005_00027048-6.jpg,2688,3854,text,1387,934,2586,990
005_00027048-6.jpg,2688,3854,section,1466,1013,1805,1058
005_00027048-6.jpg,2688,3854,text,1387,1007,2569,1149
005_00027048-6.jpg,2688,3854,text,1477,1171,2592,1211
005_00027048-6.jpg,2688,3854,figure,1398,1268,2643,1969
005_00027048-6.jpg,2688,3854,section,1539,2230,2456,2428
005_00027048-6.jpg,2688,3854,text,1641,2450,2377,2479
005_00027048-6.jpg,2688,3854,section,1737,2564,2230,2649
005_00027048-6.jpg,2688,3854,text,1539,2666,2428,2784
005_00027048-6.jpg,2688,3854,section,1545,2937,2411,3056
005_00027048-6.jpg,2688,3854,text,1777,2858,2184,2920
005_00027048-6.jpg,2688,3854,text,1777,3073,2207,3135
005_00027048-6.jpg,2688,3854,text,1534,3186,2439,3345
005_00027048-6.jpg,2688,3854,text,1624,3441,2326,3548
005_00027048-6.jpg,2688,3854,section,141,2875,1290,3016
005_00027048-6.jpg,2688,3854,section,453,3033,1041,3090
005_00027048-6.jpg,2688,3854,section,130,3124,1347,3299
005_00027048-6.jpg,2688,3854,text,141,3339,1358,3503
005_00027048-6.jpg,2688,3854,section,136,3520,1347,3588
005_00027048-6.jpg,2688,3854,text,141,3684,453,3735
005_00027048-6.jpg,2688,3854,text,1002,3662,1341,3724
005_00027048-6.jpg,2688,3854,section,289,3628,1177,3667
015_00075174-14.jpg,2550,3300,table,394,409,2187,769
015_00075174-14.jpg,2550,3300,caption,404,330,1263,419
015_00075174-14.jpg,2550,3300,text,369,844,2252,1178
015_00075174-14.jpg,2550,3300,text,354,1233,2277,1478
015_00075174-14.jpg,2550,3300,list,554,1493,2152,1902
015_00075174-14.jpg,2550,3300,text,354,1907,2187,2072
015_00075174-14.jpg,2550,3300,text,334,2112,2232,2366
015_00075174-14.jpg,2550,3300,text,364,2411,2232,2611
015_00075174-14.jpg,2550,3300,list,364,2641,2142,3000
015_00075818-95.jpg,2550,3300,section,220,604,1553,714
015_00075818-95.jpg,2550,3300,section,200,524,514,599
015_00075818-95.jpg,2550,3300,section,215,824,534,924
015_00075818-95.jpg,2550,3300,text,200,934,1258,1103
015_00075818-95.jpg,2550,3300,section,200,1153,489,1228
015_00075818-95.jpg,2550,3300,list,240,1228,1233,2676
015_00075818-95.jpg,2550,3300,section,205,2746,529,2816
015_00075818-95.jpg,2550,3300,list,235,2821,1263,3055
015_00075818-95.jpg,2550,3300,list,1323,794,2331,2237
015_00075818-95.jpg,2550,3300,list,1333,2371,2316,3055
015_00075818-95.jpg,2550,3300,section,1288,2292,1772,2361
015_00075819-50.jpg,2550,3300,text,190,2302,1118,2846
015_00075819-50.jpg,2550,3300,section,105,2102,364,2162
015_00075819-50.jpg,2550,3300,section,115,1997,1078,2092
015_00075819-50.jpg,2550,3300,list,110,854,1173,1957
015_00075819-50.jpg,2550,3300,text,125,644,1203,849
015_00075819-50.jpg,2550,3300,text,195,180,1178,634
015_00075819-50.jpg,2550,3300,text,120,2891,1208,2995
015_00075819-50.jpg,2550,3300,text,1288,150,2356,539
015_00075819-50.jpg,2550,3300,section,1288,584,1463,669
015_00075819-50.jpg,2550,3300,text,1328,664,2232,739
015_00075819-50.jpg,2550,3300,section,1293,774,2037,934
015_00075819-50.jpg,2550,3300,text,1278,954,2371,1358
015_00075819-50.jpg,2550,3300,list,1283,1358,2356,1722
015_00075819-50.jpg,2550,3300,section,1288,1767,2147,1972
015_00075819-50.jpg,2550,3300,text,1268,1972,2371,2097
015_00075819-50.jpg,2550,3300,list,1283,2107,2356,2666
015_00075819-50.jpg,2550,3300,section,1293,2696,2307,2831
015_00075819-50.jpg,2550,3300,text,1293,2846,2361,3030
005_00025360-1.jpg,2479,3508,section,123,620,1021,909
005_00025360-1.jpg,2479,3508,section,1572,1952,2422,2203
005_00025360-1.jpg,2479,3508,text,139,1936,1005,2209
005_00025360-1.jpg,2479,3508,figure,0,925,2465,1866
005_00025076-5.jpg,2550,3300,table,543,342,2339,2943
005_00025076-5.jpg,2550,3300,section,2083,96,2309,181
005_00025076-5.jpg,2550,3300,section,1871,191,2334,236
015_00075799-18.jpg,3300,2550,section,694,243,2562,444
015_00075799-18.jpg,3300,2550,list,247,594,3163,1829
015_00075799-18.jpg,3300,2550,text,417,2072,3106,2334
005_00027049-16.jpg,3504,2483,section,551,244,944,292
005_00027049-16.jpg,3504,2483,text,562,335,1736,547
005_00027049-16.jpg,3504,2483,text,558,587,1699,685
005_00027049-16.jpg,3504,2483,text,576,740,1798,882
005_00027049-16.jpg,3504,2483,text,565,941,1849,1105
005_00027049-16.jpg,3504,2483,text,558,1141,1838,1240
005_00027049-16.jpg,3504,2483,text,558,1302,1808,1451
005_00027049-16.jpg,3504,2483,section,554,1590,860,1663
005_00027049-16.jpg,3504,2483,text,569,1685,1856,2315
005_00027049-16.jpg,3504,2483,section,2042,237,2494,299
005_00027049-16.jpg,3504,2483,text,2031,335,3336,580
005_00027049-16.jpg,3504,2483,section,2020,704,2549,857
005_00027049-16.jpg,3504,2483,section,2005,977,2326,1076
005_00027049-16.jpg,3504,2483,section,2709,977,3045,1076
005_00027049-16.jpg,3504,2483,text,2713,1097,3329,1232
005_00027049-16.jpg,3504,2483,text,2013,1105,2571,1243
005_00027049-16.jpg,3504,2483,section,2027,1320,2385,1407
005_00027049-16.jpg,3504,2483,section,2709,1302,3041,1411
005_00027049-16.jpg,3504,2483,section,2013,1597,2202,1692
005_00027049-16.jpg,3504,2483,section,2709,1597,2811,1695
005_00027049-16.jpg,3504,2483,section,2709,1951,2957,2027
005_00027049-16.jpg,3504,2483,text,2009,1433,2585,1531
005_00027049-16.jpg,3504,2483,text,2709,1440,3281,1520
005_00027049-16.jpg,3504,2483,text,2013,1714,2629,1954
005_00027049-16.jpg,3504,2483,text,2709,1721,3241,1863
005_00027049-16.jpg,3504,2483,text,2702,2053,2957,2104
005_00027049-16.jpg,3504,2483,text,2687,2334,3154,2377
005_00027049-16.jpg,3504,2483,text,3274,2312,3343,2374
005_00025039-1.jpg,2550,3300,section,302,538,1383,941
005_00025039-1.jpg,2550,3300,section,287,1021,1071,1157
005_00025039-1.jpg,2550,3300,table,337,1187,2103,1902
005_00025051-5.jpg,2479,3508,figure,241,374,1160,1305
005_00025051-5.jpg,2479,3508,caption,230,1310,1209,1679
005_00025051-5.jpg,2479,3508,text,235,1754,1225,2027
005_00025051-5.jpg,2479,3508,text,193,2032,1219,2321
005_00025051-5.jpg,2479,3508,text,1273,369,2262,882
005_00025051-5.jpg,2479,3508,text,1289,952,2273,1807
005_00025051-5.jpg,2479,3508,text,1278,1807,2310,2332
005_00025051-5.jpg,2479,3508,figure,193,2380,626,2952
005_00025051-5.jpg,2479,3508,figure,610,2385,1027,2973
005_00025051-5.jpg,2479,3508,figure,1043,2385,1433,2963
005_00025051-5.jpg,2479,3508,figure,1460,2385,1845,2968
005_00025051-5.jpg,2479,3508,figure,1872,2390,2257,2947
005_00025051-5.jpg,2479,3508,caption,257,2984,2251,3182
015_00075839-16.jpg,2550,3300,figure,200,300,1213,974
015_00075839-16.jpg,2550,3300,caption,210,1003,884,1063
015_00075839-16.jpg,2550,3300,text,215,1128,1233,1543
015_00075839-16.jpg,2550,3300,section,210,1603,604,1662
015_00075839-16.jpg,2550,3300,text,190,1717,1223,2197
015_00075839-16.jpg,2550,3300,text,1283,265,2321,1128
015_00075839-16.jpg,2550,3300,list,1313,1178,2321,1747
015_00075839-16.jpg,2550,3300,text,1293,1807,2311,2212
015_00075839-16.jpg,2550,3300,figure,539,2297,1987,2966
015_00075839-16.jpg,2550,3300,caption,524,3000,1298,3065
005_00025342-15.jpg,2550,3300,list,337,262,2218,483
005_00025342-15.jpg,2550,3300,list,352,669,2213,971
005_00025342-15.jpg,2550,3300,text,262,523,2269,674
005_00025342-15.jpg,2550,3300,section,272,991,2083,1107
005_00025342-15.jpg,2550,3300,text,246,1117,2123,1273
005_00025342-15.jpg,2550,3300,list,362,1308,2274,2716
005_00025004-202.jpg,900,1165,list,117,93,780,767
005_00025004-202.jpg,900,1165,text,111,772,629,801
005_00025004-202.jpg,900,1165,list,110,806,778,1123
005_00025004-202.jpg,900,1165,section,338,26,580,76
005_00025260-1.jpg,2550,3300,section,337,860,1715,1253
005_00025260-1.jpg,2550,3300,text,332,377,2244,815
005_00025260-1.jpg,2550,3300,section,307,1308,770,1388
005_00025260-1.jpg,2550,3300,text,322,1409,911,1494
005_00025260-1.jpg,2550,3300,text,322,1564,1263,2490
005_00025260-1.jpg,2550,3300,text,317,221,2208,352
005_00025260-1.jpg,2550,3300,text,1333,1554,2229,1891
005_00025260-1.jpg,2550,3300,text,1323,1907,2229,2993
005_00025260-1.jpg,2550,3300,text,317,2510,1238,3008
015_00075822-28.jpg,2550,3300,section,210,804,774,894
015_00075822-28.jpg,2550,3300,text,190,305,1233,734
015_00075822-28.jpg,2550,3300,text,200,909,1233,1568
015_00075822-28.jpg,2550,3300,text,205,1618,1233,2172
015_00075822-28.jpg,2550,3300,table,539,2257,919,2831
015_00075822-28.jpg,2550,3300,caption,544,2826,874,3155
015_00075822-28.jpg,2550,3300,text,1298,295,2302,449
015_00075822-28.jpg,2550,3300,text,1293,504,2311,799
015_00075822-28.jpg,2550,3300,text,1283,849,2307,1108
015_00075822-28.jpg,2550,3300,text,1298,1148,2297,1992
015_00075822-28.jpg,2550,3300,text,1283,2042,2336,2137
015_00075822-28.jpg,2550,3300,list,1323,2187,2307,3180
015_00075819-70.jpg,2550,3300,section,180,175,1218,255
015_00075819-70.jpg,2550,3300,list,130,295,1233,604
015_00075819-70.jpg,2550,3300,section,130,634,1223,759
015_00075819-70.jpg,2550,3300,list,115,784,984,979
015_00075819-70.jpg,2550,3300,section,130,1008,1223,1128
015_00075819-70.jpg,2550,3300,list,130,1153,1238,1633
015_00075819-70.jpg,2550,3300,section,175,1638,874,1737
015_00075819-70.jpg,2550,3300,list,125,1772,1213,2287
015_00075819-70.jpg,2550,3300,section,175,2302,1038,2376
015_00075819-70.jpg,2550,3300,list,120,2396,1263,3035
015_00075819-70.jpg,2550,3300,list,1258,180,2411,1088
015_00075819-70.jpg,2550,3300,section,1358,1108,2302,1173
015_00075819-70.jpg,2550,3300,list,1278,1198,2351,1558
015_00075819-70.jpg,2550,3300,section,1343,1588,2252,1657
015_00075819-70.jpg,2550,3300,list,1288,1687,2331,2202
015_00075819-70.jpg,2550,3300,section,1333,2197,1902,2292
015_00075819-70.jpg,2550,3300,list,1293,2307,2356,2661
015_00075819-70.jpg,2550,3300,section,1318,2691,1707,2741
015_00075819-70.jpg,2550,3300,list,1293,2766,2376,3010
005_00025017-5.jpg,2550,3300,text,282,287,1248,1575
005_00025017-5.jpg,2550,3300,text,1283,287,2259,362
005_00025017-5.jpg,2550,3300,text,267,1600,1258,1992
005_00025017-5.jpg,2550,3300,text,287,1992,1273,2425
005_00025017-5.jpg,2550,3300,text,1288,397,2264,805
005_00025017-5.jpg,2550,3300,text,1288,815,2259,1293
005_00025017-5.jpg,2550,3300,text,1308,1298,2269,2093
005_00025017-5.jpg,2550,3300,text,1313,2098,2269,2410
005_00025017-5.jpg,2550,3300,figure,428,2500,2073,2888
005_00025017-5.jpg,2550,3300,caption,277,2938,2269,3038
005_00025084-8.jpg,2550,3300,table,302,252,2274,629
005_00025084-8.jpg,2550,3300,text,287,750,1670,820
005_00025084-8.jpg,2550,3300,table,302,845,2037,1147
005_00025084-8.jpg,2550,3300,section,221,1313,594,1398
005_00025084-8.jpg,2550,3300,section,257,1831,795,1927
005_00025084-8.jpg,2550,3300,section,262,2083,729,2163
005_00025084-8.jpg,2550,3300,table,287,2410,2304,2792
005_00025084-8.jpg,2550,3300,text,236,2168,2329,2369
005_00025084-8.jpg,2550,3300,text,241,1917,2344,2027
005_00025084-8.jpg,2550,3300,text,272,1670,2339,1786
005_00025084-8.jpg,2550,3300,text,302,1429,2314,1610
005_00025004-134.jpg,900,1165,section,117,87,327,110
005_00025004-134.jpg,900,1165,section,340,26,595,76
005_00025004-134.jpg,900,1165,table,111,102,757,595
005_00025004-134.jpg,900,1165,section,110,599,217,610
005_00025004-134.jpg,900,1165,list,115,608,470,865
005_00025004-134.jpg,900,1165,table,110,882,770,921
005_00025004-134.jpg,900,1165,section,111,925,319,944
005_00025004-134.jpg,900,1165,section,100,863,357,884
005_00025004-134.jpg,900,1165,table,117,942,770,1005
005_00025004-134.jpg,900,1165,section,121,1006,227,1018
005_00025004-134.jpg,900,1165,table,111,1016,767,1071
005_00026953-4.jpg,2513,3263,section,187,216,1011,479
005_00026953-4.jpg,2513,3263,section,1097,220,1576,489
005_00026953-4.jpg,2513,3263,text,153,537,1591,848
005_00026953-4.jpg,2513,3263,text,149,886,800,1270
005_00026953-4.jpg,2513,3263,text,896,867,1596,1375
005_00026953-4.jpg,2513,3263,text,149,1294,834,1797
005_00026953-4.jpg,2513,3263,text,910,1390,1576,1792
005_00026953-4.jpg,2513,3263,text,1284,1806,1596,2290
005_00026953-4.jpg,2513,3263,text,1289,2314,1572,2779
005_00026953-4.jpg,2513,3263,text,149,1816,479,2429
005_00026953-4.jpg,2513,3263,text,144,2444,829,3110
005_00026953-4.jpg,2513,3263,text,527,2592,1241,2774
005_00026953-4.jpg,2513,3263,figure,532,1998,1241,2563
005_00026953-4.jpg,2513,3263,section,532,1811,1231,1969
005_00026953-4.jpg,2513,3263,section,2194,676,2487,743
005_00026953-4.jpg,2513,3263,figure,2190,791,2496,2084
005_00026953-4.jpg,2513,3263,text,1663,196,2357,1049
005_00026953-4.jpg,2513,3263,text,1677,1069,2132,1888
005_00026953-4.jpg,2513,3263,text,1663,1907,2367,2875
005_00026953-4.jpg,2513,3263,text,1672,2894,2367,3119
005_00026953-4.jpg,2513,3263,text,901,2798,1303,2851
005_00026953-4.jpg,2513,3263,text,906,2865,1576,3134
005_00025004-234.jpg,900,1165,table,115,174,755,638
005_00025004-234.jpg,900,1165,caption,289,142,591,174
005_00025004-234.jpg,900,1165,table,119,93,667,147
005_00025004-234.jpg,900,1165,table,121,667,753,835
005_00025004-234.jpg,900,1165,caption,242,642,638,667
005_00025004-234.jpg,900,1165,section,140,904,736,931
005_00025004-234.jpg,900,1165,text,125,933,731,980
005_00025004-234.jpg,900,1165,table,187,982,634,1093
005_00026970-13.jpg,3508,2479,section,360,248,1409,379
005_00026970-13.jpg,3508,2479,figure,2643,211,3233,422
005_00026970-13.jpg,3508,2479,section,386,703,2075,794
005_00026970-13.jpg,3508,2479,section,386,1241,1776,1321
005_00026970-13.jpg,3508,2479,text,626,830,3112,954
005_00026970-13.jpg,3508,2479,text,612,1005,3094,1154
005_00026970-13.jpg,3508,2479,text,619,1351,3047,1431
005_00026970-13.jpg,3508,2479,text,768,1449,2541,1507
005_00026970-13.jpg,3508,2479,text,622,1547,2020,1613
005_00026970-13.jpg,3508,2479,text,764,1634,2359,1693
005_00026970-13.jpg,3508,2479,text,757,1704,2304,1831
005_00026970-13.jpg,3508,2479,text,757,1867,1878,1991
005_00026970-13.jpg,3508,2479,text,808,2028,1562,2089
005_00026970-13.jpg,3508,2479,figure,2421,1576,3065,2115
005_00026970-13.jpg,3508,2479,figure,349,2264,513,2344
005_00026970-13.jpg,3508,2479,text,579,2282,1085,2337
015_00075836-176.jpg,2550,3300,section,260,300,1113,394
015_00075836-176.jpg,2550,3300,section,260,444,834,494
015_00075836-176.jpg,2550,3300,text,250,524,2232,899
015_00075836-176.jpg,2550,3300,text,250,954,2272,1238
015_00075836-176.jpg,2550,3300,list,260,1283,2282,1742
015_00075836-176.jpg,2550,3300,section,255,1782,769,1857
015_00075836-176.jpg,2550,3300,text,255,1892,2252,2052
015_00075836-176.jpg,2550,3300,text,265,2102,1128,2182
015_00075836-176.jpg,2550,3300,list,250,2227,2247,2946
005_00027174-13.jpg,2479,3508,figure,1679,515,2261,1221
005_00027174-13.jpg,2479,3508,figure,185,350,1118,943
005_00027174-13.jpg,2479,3508,text,1169,319,2256,495
005_00027174-13.jpg,2479,3508,text,211,999,1654,1221
005_00027174-13.jpg,2479,3508,figure,1417,1386,2220,1983
005_00027174-13.jpg,2479,3508,section,211,1360,1252,1432
005_00027174-13.jpg,2479,3508,section,216,258,1097,314
005_00027174-13.jpg,2479,3508,text,216,1494,1381,1757
005_00027174-13.jpg,2479,3508,text,1118,2055,2225,2230
005_00027174-13.jpg,2479,3508,figure,1468,2612,2282,3194
005_00027174-13.jpg,2479,3508,figure,196,1818,1061,2416
005_00027174-13.jpg,2479,3508,section,484,2431,809,2483
005_00027174-13.jpg,2479,3508,section,309,2596,1339,2735
005_00027174-13.jpg,2479,3508,text,216,2802,1432,3178
005_00025356-1.jpg,2550,3300,section,538,287,2022,513
005_00025356-1.jpg,2550,3300,section,307,2802,2208,2993
005_00025356-1.jpg,2550,3300,figure,15,820,2530,2475
015_00075818-14.jpg,2550,3300,list,270,270,799,414
015_00075818-14.jpg,2550,3300,text,225,424,1268,564
015_00075818-14.jpg,2550,3300,list,275,569,1278,1388
015_00075818-14.jpg,2550,3300,section,240,1473,869,1553
015_00075818-14.jpg,2550,3300,list,235,1682,1253,2366
015_00075818-14.jpg,2550,3300,text,305,1568,1288,1643
015_00075818-14.jpg,2550,3300,list,1313,250,2371,2366
005_00025041-5.jpg,2479,3508,text,369,283,2102,701
005_00025041-5.jpg,2479,3508,section,358,861,1460,957
005_00025041-5.jpg,2479,3508,text,358,995,2139,1781
005_00025041-5.jpg,2479,3508,text,332,1936,2144,3176
015_00075280-23.jpg,2550,3300,section,879,250,2212,339
015_00075280-23.jpg,2550,3300,section,934,359,2237,574
015_00075280-23.jpg,2550,3300,text,769,634,2366,814
015_00075280-23.jpg,2550,3300,figure,165,145,674,864
015_00075280-23.jpg,2550,3300,list,175,1218,599,1428
015_00075280-23.jpg,2550,3300,list,205,1573,614,1797
015_00075280-23.jpg,2550,3300,list,205,1872,634,2067
015_00075280-23.jpg,2550,3300,section,180,1453,639,1578
015_00075280-23.jpg,2550,3300,section,215,1083,629,1198
015_00075280-23.jpg,2550,3300,section,215,1807,594,1877
015_00075280-23.jpg,2550,3300,table,784,884,2421,2097
015_00075280-23.jpg,2550,3300,section,290,2277,1538,2391
015_00075280-23.jpg,2550,3300,section,1707,2272,2356,2421
015_00075280-23.jpg,2550,3300,section,160,2207,929,2302
015_00075280-23.jpg,2550,3300,section,489,2751,1248,2836
